msp_name	LV15	HV26	HV17	LV9	HV14	HV7	LV7	HV30	HV29	HV15	LV16	LV1	LV11	HV16	HV6	LV23	LV4	LV22	HV3	LV13	LV8	LV24	HV12	HV13	LV6	HV9	LV12	HV23	HV31	LV14
msp_0012	0.0002863114164068	0.0024628237609577	0.0107679507138483	0.0002208096172634	0.0030610062821813	0.0114173044981724	0.0220230129328429	0.0065482434585567	0.0014487736650412	0.0010232975958558	0.0171185833534066	0.0110130504136539	0.0032788394424563	0.0027312845048217	0.005646945647658	0.0294764320632791	0.0050437351032576	0.0002797470855264	0.0172706709612688	0.0012356007374989	0.0022810577798256	0.0285059563716084	0.0135975710850979	0.0048592206778562	0.0417214229022516	0.0018684738165554	0.001228909835736	0.0047088061443485	0.0042690068364106	0.1041810241736521
msp_0013	0.0003535946154175	0.0015737119435382	0.0008140332820234	0.0002243742900404	0.00384578416041	0.0052611498532985	0.0	0.0063546332964774	0.0002760508297345	0.0002786309666214	0.0	0.0	0.0009195421384134	0.0002125495240496	0.0003540808583566	0.0002609893324451	0.0006842366857726	0.0003595005490364	0.0	0.0	0.0	0.000169452107797	0.00032237947153	0.0262781105522915	0.0	0.0	0.0001242669201871	0.0136428758424879	0.0005899212123453	0.0146139654425048
msp_0014	0.0	0.0	0.0	0.0	0.0	0.0	0.0002661422014329	0.0	0.0001973307678298	0.0	0.0004288710522778	0.0002867232505092	0.0	0.0	0.0	0.0002415607229744	0.0	0.0	0.0	0.0	0.0	0.0	0.0002232301664438	0.0	0.0	0.0	0.0	0.0	0.0	0.0003337032006413
msp_0015	0.0002522601251546	0.0014134321855411	0.0151453692443978	0.0003718545178364	0.0006482226272712	0.0380848228948021	0.0	0.0005703115226406	0.0120319574392364	0.000280666949583	0.0	0.00025814322137	0.0040876034789999	0.0072080171220889	0.0009586830989896	0.0002571697766921	0.0004313686009046	0.0002540038725466	0.0	0.0029726449647492	0.005543938466448	0.0051200867489901	0.0	0.0015242770877023	0.0	0.0066245903132062	0.0001959591680548	0.00686069142112	0.0067399645160875	0.0065242654675436
msp_0016	0.0006884452627109	0.0224089930393295	0.0002989588321689	0.000488783782555	0.006809410349498	0.0005288464677813	0.0007033509832402	0.1473024100609018	0.2271985180208922	0.0922720427157858	0.0005838159888613	0.0005858801849521	0.0004677089796408	0.2140894925529955	0.0454113546148984	0.0005066171027604	0.0002880232890626	0.0004338992444628	0.0	0.0006026823122701	0.013486427058946	0.2674966089036207	0.0004156576929708	0.2019000432232823	0.0	0.0472398440246002	0.0002870441338169	0.0724852807799	0.1796538829635657	0.0006520011290521
msp_0017	0.0005455343034184	0.0004217412579098	0.0	0.0002500267069975	0.0007300910537201	0.0	0.0	0.0037662149223031	0.022077238648506	0.0	0.0	0.0	0.0	0.0	0.0004203988637907	0.0102925597311756	0.0	0.0187499364815537	0.0019809887416077	0.000603525689804	0.0002823406742808	0.0213781834694293	0.0003410606435771	0.0021351931438524	0.0	0.0126011669782705	0.0	0.0051741480934046	0.0003803751100365	0.0002718523247554
msp_0018	0.0003409591439551	0.0	0.0	0.0	0.0	0.0	0.0002594786906307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003028796935965	0.0	0.0	0.0	0.0	0.0	0.0003835827832611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
msp_0019	0.0	0.0	0.0006628536575048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001707766193999	0.0	0.0011721055121323	0.0	0.0	0.0	0.0004631135373265	0.0	0.0	0.0001593615307695	0.0	0.0	0.0
msp_0020	0.0	0.0	0.0	0.0	0.0	0.0	0.0051564853837346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004605421081383	0.0	0.0	0.0003448807461261	0.0	0.0	0.011921109182951	0.0	0.0	0.0	0.0	0.0
msp_0021	0.2538971734564884	0.0009176552450027	0.0005283741955222	0.0	0.0060192974661702	0.0023338615029402	0.0008151963224547	0.0222310852223592	0.0008586574754022	0.0009200780741814	0.0018676972072853	0.0076876765594434	0.0062821215633965	0.0015389216606186	0.0041067482225951	0.0349944677333818	0.0022965057369253	0.0003600484689779	0.0312754239137376	0.0018894644944499	0.0021421296637384	0.0059070752965026	0.0106674019069701	0.001244032652886	0.0	0.000844397477958	0.0009403088301608	0.0007136686804821	0.0030707411152871	0.0
msp_0022	0.0	0.0006733752101089	0.0047756638359313	0.0	0.0002992465804373	0.0117328227756967	0.0002016920980646	0.0454529221918543	0.0002121085801167	0.0005311312446829	0.0	0.0002715723177968	0.0199396910443131	0.0	0.0001787493522384	0.0002691844668449	0.006276744392723	0.0002104290000778	0.0	0.0004419195181848	0.0013326309895385	0.0002160092322496	0.0157452778989917	0.0036882473410249	0.0	0.0033820106488013	0.0	0.0002330386786791	0.0026333263284128	0.0002504063940105
msp_0023	0.0003298706105065	0.0083597139458726	0.0012152537335254	0.0229749927438816	0.0036933767371424	0.0021191213391696	0.0954943169190547	0.0024164459931307	0.0002051094709988	0.0022952439741381	0.00851252559748	0.0039337824923088	0.0032404120607154	0.0070610368497976	0.001965574334898	0.0241097041749478	0.0059449587279643	0.0002816523402728	0.0071756838198915	0.0005479113221379	0.007038438630134	0.0002292812359844	0.0004954244888351	0.0030439725997272	0.0002567437396162	0.0012062687192311	0.0016395290619618	0.0080188000896151	0.002425410772011	0.0001730150358095
msp_0024	0.0080839822497597	0.0	0.0	0.0	0.0	0.0002720588735069	0.0004338348994161	0.0	0.0	0.0	0.0006554461940061	0.0004369656255314	0.0	0.0001966042884035	0.0	0.0	0.0001497503490515	0.0004422537816744	0.0015235805959328	0.0001923955789263	0.0	0.0002508596982477	0.0002934850204737	0.0001895094026628	0.0021034742900214	0.0	0.0	0.0	0.0	0.0003764028318978
msp_0025	0.0	0.0010881955967737	0.0	0.0	0.0	0.0241458632423617	0.0	0.0	0.0	0.0002621701734997	0.0	0.0	0.0002973369723505	0.0	0.0002326670040301	0.0137355493847724	0.0	0.000269239033921	0.0	0.0	0.0002736187476341	0.0002971751787347	0.0	0.0	0.0	0.0	0.0002196171105477	0.0	0.0	0.0
msp_0026	0.0	0.0012315972468535	0.0	0.0	0.0025280549287284	0.0	0.0012158247063127	0.0005219117670745	0.0	0.0	0.0	0.0	0.0017871470108679	0.0	0.0193268135756931	0.0058291719722076	0.0	0.0004799711666503	0.0	0.0005728936959402	0.0005027154851584	0.0	0.0	0.0154325095795061	0.0	0.0018145062153999	0.0	0.00278162700827	0.003950051565468	0.0
msp_0027	0.0002775637647472	0.0107309543658331	0.0150157479575765	0.0	0.0054057061058766	0.0028174714689192	0.0060292698389856	0.006482688422288	0.0016955421678499	0.00360183940045	0.0007665613269817	0.0008897231998597	0.0016301007938194	0.008415988592782	0.0059154872606292	0.0002579724876837	0.0004188421423037	0.0002890242787858	0.0	0.0005545274698578	0.001318280206953	0.0028699414241635	0.0003677253889807	0.0021266220771621	0.0137595909280977	0.0015293430414134	0.0	0.001573857743651	0.004048033736627	0.1112182404138857
msp_0028	0.0	0.0003477633139807	0.000711928340725	0.0	0.0	0.0	0.0	0.0012698124393411	0.0003162267320781	0.0	0.0114413246258848	0.0025282231601217	0.000253337479306	0.000321056049268	0.0	0.0004331010060684	0.0002497902363498	0.0	0.0	0.0	0.0001995783979039	0.0	0.0	0.0005773042083205	0.0	0.0	0.0001606805389463	0.0008314661536374	0.0002259605571192	0.0
msp_0029	0.0012335180432525	0.0076156633362301	0.0003062153407967	0.0314670100239162	0.3552831406426657	0.0012340481114497	0.000478737117596	0.0110463914992481	0.0103003177306436	0.0005820179328334	0.0003816706491483	0.0003722309995172	0.0092047827084048	0.0004243187055276	0.0137005959699226	0.0005660036692555	0.0245058170794229	0.0006205176340518	0.000274981985073	0.0243948037189939	0.0236742633794817	0.0200598694716455	0.028264803413015	0.0691223714401374	0.0003610373556842	0.0615580654266888	0.0	0.001836915841794	0.0293451265360289	0.0017511453803968
msp_0030	0.0870814172114894	0.0003806299506318	0.000272217025256	0.0257618835082961	0.0008638859222136	0.0013011542789829	0.000556923000157	0.0003723889296452	0.0041422294455664	0.000468938298934	0.0004978787494809	0.0	0.0002730038090646	0.0003266669783953	0.000345695290626	0.0005594218778324	0.0366792490834085	0.0002178697462994	0.0	0.0012984153852372	0.0021627360400866	0.0022236622652301	0.0003539563882839	0.0	0.0003003586146054	0.0003428217447338	0.0306323235573829	0.0003953455515425	0.0003567718352645	0.0035669703372314
msp_0031	0.0007192802712692	0.009308120579977	0.0082705048663623	0.1511514339769399	0.0006510511462385	0.0084289908590726	0.0006634043226158	0.0313476419913684	0.0038526866945705	0.0047785159356138	0.0002996332829658	0.1125816848890909	0.0018906808671533	0.0293289937689465	0.0221238002460002	0.0004963276589892	0.0011666081537276	0.0006597671926354	0.000267375668353	0.0061054288892435	0.0003922012777898	0.0666575940638603	0.0006476800675138	0.0592757986012987	0.1472514310825157	0.0091434251960204	0.0039963009699747	0.016801409630698	0.0435040036516511	0.0002477844647407
msp_0032	0.000280576692322	0.0051581178733817	0.0063075333291411	0.0002655670299269	0.0002670948440474	0.0113054375553912	0.0002507863306517	0.0006563272516329	0.0002421688856895	0.001019787318465	0.0014027959392452	0.0040280313398238	0.0003466551174486	0.0001744669710643	0.0002346959503559	0.0042658000347782	0.0008507746478881	0.0002375090974327	0.0011260282820397	0.0003186707166655	0.0013520601249065	0.0003302853818731	0.0056870119750428	0.0052397649022795	0.0	0.0002474053125836	0.0002959552801095	0.0044633173175354	0.0016661760915112	0.0
msp_0033	0.0007567484186202	0.0	0.000163724006484	0.0159974723369554	0.0003005417667786	0.0002329316242126	0.0	0.0	0.0	0.0001829357315105	0.0001855056583761	0.0	0.0	0.0004957068891141	0.0	0.0002126240736525	0.0008763544312908	0.0001539230272861	0.0010955603531212	0.0001585618518849	0.0006595947214902	0.0	0.0003663876189286	0.0	0.0	0.0	0.0	0.0	0.0	0.0001872316833035
msp_0034	0.0	0.0030546119554253	0.00031786411369	0.0	0.0	0.0006651597346309	0.0	0.0018089862880682	0.0001751960390755	0.0002666555510199	0.0	0.0	0.0003489387822789	0.0	0.0475435526968308	0.0	0.0002940975424625	0.0001700497399729	0.0	0.0	0.0001610950558998	0.0002322033406484	0.0	0.0	0.0	0.0	0.0	0.0019180153020046	0.0025555375122513	0.0
msp_0035	0.000730615412185	0.002788473016333	0.0499733802806276	0.0004967471759581	0.0	0.0109771593979184	0.0020490648419683	0.003716710457273	0.0	0.0005323746317328	0.0008728601394888	0.0011827986752933	0.0043440480337931	0.0006117399263852	0.0007726955929351	0.0020391662621854	0.0	0.0004254135424838	0.1283915385677912	0.0026703140157236	0.000454621571002	0.0005668410581104	0.0	0.0007234383836411	0.1267315917931883	0.0	0.0006638195092645	0.0	0.0025335031631622	0.0006407989334338
msp_0036	0.0	0.004345603539483	0.0	0.0	0.0	0.0416299453783683	0.0002573572158889	0.0003200038438853	0.0002063123368954	0.0003930730698507	0.0008880130757033	0.0005652279279652	0.0086400692972237	0.0	0.0002512148453256	0.0	0.0	0.0002333410528669	0.0	0.0	0.0002336382186641	0.0002690652611586	0.0002839047986581	0.0002634118403585	0.0	0.0002838674934315	0.0	0.0289928911559061	0.0004524703071815	0.00023970425809
msp_0037	0.0	0.0	0.0	0.0001889447911329	0.0	0.0063763835099334	0.0182294723650841	0.0037247074481543	0.0001268644638282	0.0	0.001033149282677	0.0125196686391713	0.0001877156534547	0.0	0.0001560488576226	0.0100930799488428	0.0	0.0001568273700734	0.0	0.0	0.0002393950514939	0.0001375632118531	0.0072543630887344	0.0027276415568172	0.0	0.0005501102629413	0.0001459755162383	0.0001330447601574	0.0001574534187937	0.0
msp_0038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020106907515195	0.0	0.0
msp_0039	0.0005348249995073	0.0006317282453883	0.0345346293526481	0.0	0.0471484500191429	0.0002772341268891	0.0002683031915347	0.0003165450430602	0.0	0.0002467029695497	0.0	0.0003174985342454	0.0005438399483952	0.0	0.0506456069791045	0.0002798107020186	0.0023436483774508	0.0005734178945788	0.0	0.0002885611553798	0.0002413140686398	0.0002619983498148	0.0002972840100131	0.000245584156616	0.0002299397053071	0.0002036849780923	0.0	0.0209750658549953	0.000254950295553	0.0
msp_0040	0.0003767054810107	0.0046881721686904	0.0	0.0	0.0003872281210265	0.0584645981620992	0.0634385995957064	0.058133670191273	0.0075031799662038	0.0228633562057608	0.0005566691011622	0.0004834169926025	0.0003391995769108	0.0003436512391395	0.0154979685471786	0.0002922832319009	0.0344124249842928	0.0010320363665722	0.0509824803731965	0.0047616486370956	0.0038079542443567	0.0228986123233743	0.00030837057769	0.057583863669551	0.0	0.0130107457734655	0.0	0.0002410187338743	0.0323095575348112	0.0002709447548772
msp_0041	0.0011961169767181	0.0080354430766796	0.5373672816639827	0.0002816914755926	0.2459635523692934	0.000387218952444	0.1303216442126109	0.0007748473295138	0.0003021716325944	0.5469423365121798	0.0006248396236211	0.0002607362427355	0.0815292792362765	0.0021693462224644	0.0003003044161942	0.0004231762402839	0.6065033097065722	0.002688136371058	0.0	0.2253424742583042	0.2625773534575921	0.0003138712759716	0.0006648122610391	0.0006633111742874	0.0004171989521917	0.5084302082759173	0.0002367204084072	0.0003545053440264	0.0005174834789509	0.0003006977591226
msp_0042	0.0	0.01003456534118	0.0005703783936894	0.0	0.0	0.0	0.0	0.0	0.0002105057954929	0.0	0.0	0.0	0.0	0.0	0.0246083984780641	0.0	0.000437364891525	0.0	0.0	0.0007257898618682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00986674035721	0.0
msp_0043	0.0009195564316311	0.0053405705671158	0.000230051783636	0.0681889754974439	0.0017790428096132	0.0002789023529296	0.0002390347516895	0.0002180931280779	0.0005550586815488	0.0585821721756986	0.00217606015556	0.0002446790836832	0.0	0.0725344439616082	0.0308542602039741	0.0002731409136704	0.0	0.0002655590602915	0.0005629810674482	0.0022119084499907	0.0069614636602563	0.0002391201664575	0.0003455471820881	0.0087240108172192	0.0	0.0362848477246689	0.000146846530225	0.00021207322425	0.098270874337205	0.0002009396015109
msp_0044	0.0	0.0001197922462737	0.0	0.0	0.0	0.0	0.0002673198884953	0.0	0.0	0.0	0.0	0.0002916268768661	0.0	0.0	0.0001545450306149	0.0003915215163997	0.0	0.0	0.0002974327409059	0.0	0.0	0.0003322859609461	0.0001859233900258	0.0001915930305324	0.0	0.0	0.0	0.0	0.0	0.0009536449867244
msp_0045	0.0003014941805861	0.0107920122986352	0.0	0.0073315589844945	0.0101924660394059	0.0117610216185333	0.0003102036088679	0.0004234322530946	0.0032621331643827	0.0002863644797442	0.0	0.0002781903480758	0.0007689045026785	0.000336605339491	0.01250407699691	0.0087454846274893	0.0103887285616959	0.0002370468368954	0.0	0.0002284714852245	0.0003377507533792	0.0312041040869959	0.0002516709771358	0.0023307538256709	0.0	0.0002091040103401	0.0	0.0142793380616658	0.0276533213344215	0.0339831781899115
msp_0046	0.0006260988061275	0.0085014605472156	0.0098808201728015	0.0522212774050725	0.0069148103311123	0.1686401473420412	0.032702844528123	0.0286902879023467	0.001767612148962	0.001337731155953	0.0013094113238712	0.1158241782027496	0.0048597972324716	0.0077786518080924	0.0518124043915855	0.1021643865000346	0.007480379043166	0.0008993878076185	0.0691258974786234	0.0007441352386291	0.001705572463667	0.0119053301961955	0.0731628508788376	0.0309392532851426	0.0	0.000909664086686	0.0011919066027922	0.0451596528385839	0.0516943501642116	0.0005128532928034
msp_0047	0.0	0.0004327361210584	0.0	0.0	0.0	0.0	0.0	0.0001972576305985	0.0	0.0	0.0	0.0	0.0001582743318721	0.0	0.0	0.000242374668086	0.0	0.0001558685866252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0046971593678802	0.0	0.0
msp_0048	0.0003421290664136	0.0014855567106856	0.0044079361392593	0.0010193699734225	0.0020950533316889	0.0002516829356387	0.0002120305631302	0.0105149668735343	0.0209426491065797	0.0001904089736015	0.0002605649044297	0.0002336352523915	0.0016367243246127	0.0002342544057593	0.0016213435496	0.0020998493808047	0.0	0.0003061611703452	0.0789574520114321	0.0083106658718309	0.0084977037186389	0.0119193976040699	0.0	0.0004674423038535	0.0004028284390555	0.0002298464415393	0.0	0.0033051079462603	0.0061911680642241	0.0157691333237588
msp_0049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
msp_0050	0.0	0.0020178881383415	0.000320357251411	0.0006121275553063	0.0004699069420486	0.0017312309970262	0.0	0.0004852332579651	0.0012821420949382	0.0003692799621429	0.0	0.0	0.0002354196454963	0.0007015880677474	0.0021233345926263	0.0	0.000446396610951	0.0	0.0005339030644378	0.0004611849395599	0.000345040891154	0.0015136831787539	0.0008898407925902	0.0003408316274523	0.0	0.0008491874839777	0.0003075238795203	0.0009482274164059	0.0034591515583825	0.0019472976987611
msp_0051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
msp_0052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002874479169977	0.0	0.0	0.0007743138034359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
msp_0053	0.0	0.0005560930306357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0062006537746483	0.0	0.0003085716658211	0.0	0.0	0.0003343986911183	0.0	0.0	0.0	0.000201818012503	0.0	0.0287852792364728	0.0	0.0	0.0	0.0	0.0003410819615414	0.0
msp_0054	0.0	0.0003087896428985	0.0002891190299189	0.0	0.0006557561488604	0.0003143224382575	0.000279722219272	0.0005082061930425	0.0	0.0003325896559382	0.0004519811111236	0.0002068862850538	0.0002089231913223	0.0002081124180654	0.0002579566638876	0.001896650853721	0.0002154139705583	0.0	0.0006686078183806	0.0002898415088984	0.0004152374523847	0.0029609324474812	0.0005542340081779	0.0002557262869437	0.0	0.0	0.0001758792901691	0.0003057825698247	0.0002260760150425	0.0
msp_0055	0.0	0.0007070098511775	0.0002447233800215	0.0188337376941099	0.0015300163658899	0.0069309733876862	0.0003514024802628	0.0037270972250033	0.0004840716038526	0.0004136545611496	0.0	0.0018357419247237	0.0307288926180173	0.015163395515086	0.0027400130075442	0.0007270204258367	0.0573305667556697	0.0001948118131455	0.0	0.0004620684439624	0.0003987172370626	0.0004080651765136	0.0007333345593463	0.056564792183977	0.0002764536603092	0.0147351950240468	0.0002515935953336	0.0024970664526037	0.0119230281169896	0.0003466908743602
msp_0056	0.0	0.0001764697015642	0.0	0.0002866729168273	0.0	0.0003744646114205	0.0017774457804766	0.0	0.0	0.0	0.0	0.0006944690546902	0.0	0.0002524119488572	0.0003071131518126	0.000592942790432	0.0	0.0012226833447594	0.001401776733664	0.0001728494873974	0.0	0.0004857974813156	0.0003759123983933	0.0001557666585256	0.0	0.0	0.0	0.0	0.0	0.0013921634883425
msp_0057	0.000365924223147	0.0002033119109177	0.0004996447675997	0.0	0.0003824515811035	0.0	0.0	0.0003493886786398	0.0	0.0	0.0	0.0	0.0011898729019106	0.0	0.000398865528831	0.0	0.0005057581210238	0.0	0.0	0.0	0.0	0.0002490716889989	0.0	0.0002031844892166	0.0	0.0002315813467174	0.0	0.0002799467369368	0.0006300895414477	0.0008728475523583
msp_0058	0.0495710394964731	0.0015021644992832	0.000190155786139	0.0005411951048027	0.0002973715134974	0.0002288786560419	0.0013422733822795	0.0003829391138774	0.0004497371073248	0.0004299137453602	0.0516885952350257	0.0107425613235668	0.0002664617261129	0.0003239290192089	0.0002528807052474	0.0021645708016939	0.0064541378883346	0.0424474058847157	0.006757844625102	0.0012379771491503	0.0003691409043421	0.0007236722637965	0.0016570778197709	0.000216845962746	0.0045202029644542	0.0	0.0040668022332052	0.0003130326336117	0.0002125439053559	0.0017662407432466
msp_0059	0.0	0.0082111338828879	0.0	0.0	0.0002115389978286	0.0028648676953678	0.0	0.0056471351153227	0.0002907079896573	0.0001909438406311	0.0	0.0002559658622228	0.0075402072077643	0.0021227049753568	0.0025339538558457	0.0	0.0	0.0002123643050564	0.0	0.0	0.0	0.0001841737765198	0.0	0.0010975767318594	0.0001087617813667	0.0011856582105664	0.0	0.0036913096756668	0.0042181017858622	0.0
msp_0060	0.0	0.0002181629059157	0.000188348835065	0.0	0.0	0.000656499382827	0.0	0.0003823200798855	0.0	0.0	0.0	0.0	0.0029973065669946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002503173969048	0.0	0.0003038892527195	0.0	0.0032669884101788	0.0002615942743561	0.0003133528781231
msp_0061	0.0	0.0	0.0	0.0001920350540841	0.0	0.0001883067035942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
msp_0062	0.0002019499032087	0.0072229772522926	0.0044012539559782	0.0001824999435223	0.0002656201905471	0.0021165146611886	0.0234324321994702	0.0075641798182881	0.0004410570970499	0.0002238942361646	0.0005890431744159	0.0012291271122187	0.0043104285644154	0.0081568983754701	0.0040027853308811	0.0178119018178171	0.0006929906701629	0.0001869884707555	0.0023770515373405	0.0003066648736237	0.0010826262247102	0.0038983401225427	0.0046444578691541	0.003438216854035	0.0	0.0007377278330159	0.0001477763905268	0.0037910588956441	0.002991935699621	0.0
msp_0063	0.0	0.0003548089133826	0.000214747032209	0.0	0.0002476966364305	0.0	0.0	0.0002378030884716	0.0	0.0	0.0	0.0003606746041449	0.0	0.0	0.0	0.0373667770450602	0.0	0.0003250311112496	0.0	0.0	0.0	0.0005760044542686	0.0	0.0003792051265267	0.0	0.0003130726414388	0.0001675606335565	0.0	0.0001860409079042	0.0
msp_0064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002732958578176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
msp_0065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038999457102553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00088312242718	0.0002934733307792
