SAMN06110003	1
SAMN06110016	1
SAMN06110109	1
SAMN06110358	1
SAMN06110060	1
SAMN06110154	1
SAMN06110389	1
SAMN06110289	1
SAMN06110140	1
SAMN06110447	1
SAMN06110147	1
SAMN06110087	1
SAMN06110013	1
SAMN06110333	1
SAMN06110193	1
SAMN06110314	1
SAMN06110294	1
SAMN06110192	1
SAMN06110360	1
SAMN06110351	1
SAMN06110352	1
SAMN06110171	1
SAMN06110234	1
SAMN06110464	1
SAMN06110150	1
SAMN06110298	1
SAMN06110096	1
SAMN06110423	1
SAMN06110315	1
SAMN06110206	1
SAMN06110012	1
SAMN06110266	1
SAMN06110356	1
SAMN06110137	1
SAMN06110454	1
SAMN06109999	1
SAMN06110453	1
SAMN06110145	1
SAMN06110425	1
SAMN06110420	1
SAMN06110014	1
SAMN06110364	1
SAMN06110161	1
SAMN06110074	1
SAMN06110291	1
SAMN06110075	1
SAMN06110460	1
SAMN06110462	1
SAMN06110031	1
SAMN06110230	1
SAMN06110354	1
SAMN33693324	0
SAMN33693058	0
SAMN33692951	0
SAMN33693040	0
SAMN33693045	0
SAMN33692958	0
SAMN33693407	0
SAMN33693295	0
SAMN33693098	0
SAMN33693346	0
SAMN33693094	0
SAMN33692975	0
SAMN33693093	0
SAMN33693234	0
SAMN33693235	0
SAMN33693285	0
SAMN33693032	0
SAMN33693279	0
SAMN33692913	0
SAMN33692984	0
SAMN33693262	0
SAMN33693217	0
SAMN33693218	0
SAMN33692921	0
SAMN33693212	0
SAMN33693368	0
SAMN33693396	0
SAMN33692969	0
SAMN33693127	0
SAMN33692995	0
SAMN33693226	0
SAMN33693207	0
SAMN33693000	0
SAMN33693205	0
SAMN33693397	0
SAMN33692920	0
SAMN33693330	0
SAMN33693250	0
SAMN33693174	0
SAMN33693350	0
SAMN33693230	0
SAMN33693125	0
SAMN33692936	0
SAMN33693229	0
SAMN33693254	0
SAMN33693343	0
SAMN33693164	0
SAMN33693038	0
SAMN33692905	0
SAMN33692956	0
SAMN33693344	0
SAMN33693102	0
SAMN33693395	0
SAMN33693341	0
SAMN33693362	0
SAMN33693168	0
SAMN33693414	0
SAMN33693284	0
SAMN33693144	0
SAMN33693345	0
SAMN33693333	0
SAMN33693082	0
SAMN33693342	0
SAMN33692931	0
SAMN33693055	0
SAMN33693405	0
SAMN33693263	0
SAMN33692927	0
SAMN33693154	0
SAMN33693027	0
SAMN33693054	0
SAMN33693152	0
SAMN33693041	0
SAMN33693047	0
SAMN33693017	0
SAMN33693211	0
SAMN33693258	0
SAMN33693100	0
SAMN33693280	0
SAMN33693199	0
SAMN33692955	0
SAMN33693179	0
SAMN33693269	0
SAMN33693261	0
SAMN33693153	0
SAMN33693221	0
SAMN33692911	0
SAMN33693081	0
SAMN33693297	0
SAMN33693101	0
SAMN33693366	0
SAMN33692985	0
SAMN33693200	0
SAMN33692925	0
SAMN33692903	0
SAMN33692904	0
SAMN33693190	0
SAMN33693361	0
SAMN33693070	0
SAMN33693325	0
SAMN33693028	0
SAMN33693310	0
SAMN33693260	0
SAMN33693301	0
SAMN33693236	0
SAMN33693063	0
SAMN33693335	0
SAMN33693337	0
SAMN33693185	0
SAMN33693166	0
SAMN33693008	0
SAMN33693404	0
SAMN33693088	0
SAMN33693281	0
SAMN33693142	0
SAMN33693156	0
SAMN33693289	0
SAMN33692952	0
SAMN33693001	0
SAMN33692950	0
SAMN33693095	0
SAMN33693186	0
SAMN33693011	0
SAMN33693018	0
SAMN33693242	0
SAMN33693354	0
SAMN33693137	0
SAMN33692926	0
SAMN33693162	0
SAMN33693116	0
SAMN33693087	0
SAMN33693033	0
SAMN33692996	0
SAMN33693383	0
SAMN33692976	0
SAMN33693052	0
SAMN33693358	0
SAMN33693167	0
SAMN33693005	0
SAMN33693384	0
SAMN33692986	0
SAMN33693327	0
SAMN33692947	0
SAMN33693311	0
SAMN33693085	0
SAMN33693334	0
SAMN33693163	0
SAMN33693376	0
SAMN33693117	0
SAMN33693059	0
SAMN33693392	0
SAMN33692962	0
SAMN33693232	0
SAMN33693036	0
SAMN33693332	0
SAMN33693025	0
SAMN33693128	0
SAMN33693136	0
SAMN33692906	0
SAMN33693078	0
SAMN33693196	0
SAMN33692899	0
SAMN33693002	0
SAMN33693192	0
SAMN33693104	0
SAMN33693079	0
SAMN33693139	0
SAMN33693126	0
SAMN33693246	0
SAMN33693092	0
SAMN33692959	0
SAMN33693140	0
SAMN33693108	0
SAMN33693363	0
SAMN33692939	0
SAMN33693015	0
SAMN33693299	0
SAMN33693161	0
SAMN33692943	0
SAMN33693402	0
SAMN33693057	0
SAMN33692924	0
SAMN33693086	0
SAMN33693312	0
SAMN33693105	0
SAMN33692898	0
SAMN33693096	0
SAMN33693393	0
SAMN33693315	0
SAMN33693016	0
SAMN33692910	0
SAMN33693264	0
SAMN33693352	0
SAMN33693357	0
SAMN33692942	0
SAMN33693340	0
SAMN33693300	0
SAMN33693274	0
SAMN33693145	0
SAMN33693170	0
SAMN33693377	0
SAMN33693241	0
SAMN33693222	0
SAMN33693191	0
SAMN33692933	0
SAMN33693151	0
SAMN33692954	0
SAMN33693130	0
SAMN33692983	0
SAMN33693406	0
SAMN33693370	0
SAMN33692915	0
SAMN33692930	0
SAMN33693035	0
SAMN33693134	0
SAMN33693147	0
SAMN33693282	0
SAMN33692946	0
SAMN33692919	0
SAMN33692970	0
SAMN33693399	0
SAMN33693109	0
SAMN33692991	0
SAMN33693176	0
SAMN33692963	0
SAMN33692989	0
SAMN33693110	0
SAMN33693003	0
SAMN33693317	0
SAMN33693068	0
SAMN33693320	0
SAMN33693243	0
SAMN33693251	0
SAMN33693331	0
SAMN33692945	0
SAMN33693171	0
SAMN33693210	0
SAMN33693129	0
SAMN33693228	0
SAMN33693322	0
SAMN33693389	0
SAMN33693024	0
SAMN33693248	0
SAMN33693056	0
SAMN33693111	0
SAMN33693375	0
SAMN33693114	0
SAMN33693066	0
SAMN33693401	0
SAMN33693189	0
SAMN33692909	0
SAMN33693290	0
SAMN33693249	0
SAMN33693046	0
SAMN33693013	0
SAMN33693356	0
SAMN33692968	0
SAMN33692990	0
SAMN33693112	0
SAMN33693004	0
SAMN33693188	0
SAMN33693288	0
SAMN33692987	0
SAMN33693257	0
SAMN33693276	0
SAMN33693121	0
SAMN33693029	0
SAMN33693181	0
SAMN33693080	0
SAMN33693048	0
SAMN33693084	0
SAMN33693020	0
SAMN33693074	0
SAMN33692941	0
SAMN33692928	0
SAMN33693278	0
SAMN33693225	0
SAMN33692967	0
SAMN33693283	0
SAMN33693338	0
SAMN33693103	0
SAMN33693415	0
SAMN33692953	0
SAMN33693291	0
SAMN33692980	0
SAMN33692929	0
SAMN33692917	0
SAMN33693135	0
SAMN33693390	0
SAMN33693394	0
SAMN33693265	0
SAMN33693204	0
SAMN33692960	0
SAMN33693113	0
SAMN33692972	0
SAMN33692973	0
SAMN33693158	0
SAMN33693349	0
SAMN33693351	0
SAMN33693107	0
SAMN33693277	0
SAMN33693173	0
SAMN33693177	0
SAMN33693360	0
SAMN33693090	0
SAMN33693006	0
SAMN33692938	0
SAMN33693328	0
SAMN33693252	0
SAMN33693133	0
SAMN33693268	0
SAMN33693313	0
SAMN33693326	0
SAMN33693308	0
SAMN33692944	0
SAMN33693219	0
SAMN33692998	0
SAMN33693077	0
SAMN33693089	0
SAMN33693298	0
SAMN33693062	0
SAMN33693347	0
SAMN33693123	0
SAMN33693122	0
SAMN33692916	0
SAMN33693073	0
SAMN33693159	0
SAMN33693031	0
SAMN33693184	0
SAMN33693023	0
SAMN33692908	0
SAMN33693272	0
SAMN33693287	0
SAMN33693067	0
SAMN33693209	0
SAMN33693286	0
SAMN33693374	0
SAMN33692912	0
SAMN33693216	0
SAMN33693293	0
SAMN33693292	0
SAMN33693365	0
SAMN33693197	0
SAMN33693224	0
SAMN33693214	0
SAMN33693043	0
SAMN33693391	0
SAMN33693091	0
SAMN33693220	0
SAMN33693165	0
SAMN33693256	0
SAMN33693007	0
SAMN33693227	0
SAMN33692948	0
SAMN33693187	0
SAMN33693009	0
SAMN33693060	0
SAMN33692966	0
SAMN33693206	0
SAMN33692971	0
SAMN33693380	0
SAMN33692935	0
SAMN33693050	0
SAMN33693413	0
SAMN33693314	0
SAMN33692964	0
SAMN33693215	0
